TITLE	Myoglobin 3M Urea chemische denaturierung
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/07/12
TIME	11:37:54
SPECTROMETER/DATA SYSTEM	
LOCALE	1031
RESOLUTION	
DELTAX	-0,1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	HT [V]
Y3UNITS	ABSORBANCE
FIRSTX	  250,0000
LASTX	  208,0000
NPOINTS	     421
FIRSTY	     0,75985
MAXY	     0,75985
MINY	   -30,14626
XYDATA
220,6000	-29,8771	286,232	1,10286
220,5000	-29,9056	286,621	1,10712
220,4000	-29,7919	287,012	1,11141
220,3000	-29,5786	287,408	1,11574
220,2000	-29,5824	287,808	1,12011
220,1000	-29,6278	288,204	1,12444
220,0000	-29,4776	288,608	1,12885
219,9000	-29,4215	289,009	1,13324
219,8000	-29,3617	289,416	1,13767
219,7000	-29,2478	289,828	1,14215
219,6000	-29,238	290,237	1,14661
219,5000	-29,1674	290,657	1,15117
219,4000	-29,1063	291,082	1,15578
219,3000	-28,889	291,52	1,16054
219,2000	-28,797	291,97	1,16542
219,1000	-28,7682	292,43	1,17039
219,0000	-28,7699	292,903	1,17551
218,9000	-28,7216	293,384	1,18071
218,8000	-28,6669	293,881	1,18607
218,7000	-28,7429	294,392	1,19158
218,6000	-28,6208	294,91	1,19716
218,5000	-28,4956	295,436	1,20282
218,4000	-28,4267	295,963	1,20849
218,3000	-28,3693	296,497	1,21421
218,2000	-28,3128	297,038	1,22002
218,1000	-28,281	297,583	1,22585
218,0000	-28,2683	298,136	1,23177
217,9000	-28,1655	298,689	1,23768
217,8000	-28,085	299,251	1,24367
217,7000	-28,199	299,819	1,24972
217,6000	-28,2075	300,396	1,25586
217,5000	-28,1072	300,982	1,2621
217,4000	-28,1199	301,573	1,26836
217,3000	-27,9236	302,173	1,27473
217,2000	-27,8835	302,779	1,28114
217,1000	-27,7375	303,397	1,28768
217,0000	-27,7047	304,021	1,29427
216,9000	-27,6727	304,652	1,30092
216,8000	-27,6449	305,292	1,30765
216,7000	-27,7991	305,936	1,31442
216,6000	-27,7614	306,591	1,3213
216,5000	-27,8315	307,256	1,32826
216,4000	-27,6968	307,93	1,33531
216,3000	-27,7419	308,615	1,34247
216,2000	-27,6923	309,307	1,3497
216,1000	-27,6089	310,011	1,35703
216,0000	-27,3534	310,722	1,36443
215,9000	-27,2225	311,445	1,37193
215,8000	-27,0438	312,18	1,37955
215,7000	-26,7788	312,926	1,38727
215,6000	-26,7593	313,684	1,3951
215,5000	-26,8319	314,454	1,40304
215,4000	-26,9756	315,238	1,41111
215,3000	-26,838	316,038	1,41933
215,2000	-26,9504	316,853	1,42769
215,1000	-26,9198	317,686	1,43622
215,0000	-26,8798	318,532	1,44486
214,9000	-26,9471	319,397	1,45368
214,8000	-27,0185	320,273	1,46259
214,7000	-26,9199	321,167	1,47167
214,6000	-26,7639	322,084	1,48096
214,5000	-26,7171	323,019	1,49042
214,4000	-26,8032	323,97	1,50001
214,3000	-26,7851	324,942	1,5098
214,2000	-26,6767	325,934	1,51976
214,1000	-26,6372	326,949	1,52994
